yr,mn,sub,cst_n,cst,pty_n,pty,can,vv1,cv1,cvs1,pv1,pvs1,seat
2004,11,florida,florida 20,106,democrat,180,debbie wasserman schultz,272408,191195,0.701869965,191195,0.701869965,-990
2004,11,maryland,maryland 4,184,green,252,theresa mitchell dudley,261607,11885,0.045430742,11885,0.045430742,-990
2004,11,california,california 51,71,libertarian,409,michael s. metti,180879,5912,0.032684833,5912,0.032684833,-990
2004,11,virginia,virginia 5,408,democrat,180,al c. weed ii,270758,98237,0.362822145,98237,0.362822145,-990
2004,11,nevada,nevada 3,241,democrat,180,tom gallagher,297918,120365,0.404020578,120365,0.404020578,-990
2004,11,colorado,colorado 6,79,american constitution,34,peter shevchuk,357741,1236,0.003455014,1236,0.003455014,-990
2004,11,wisconsin,wisconsin 2,428,democrat,180,tammy baldwin,397724,251637,0.632692516,251637,0.632692516,-990
2004,11,new jersey,new jersey 10,253,independent (socialist workers),6055,sara j. lobman,160713,2089,0.012998326,2089,0.012998326,-990
2004,11,texas,texas 5,372,libertarian,409,john gonzalez,230845,6118,0.026502632,6118,0.026502632,-990
2004,11,rhode island,rhode island 2,351,democrat,180,james r. langevin,207165,154392,0.745261014,154392,0.745261014,-990
2004,11,california,california 42,62,republican,583,gary g. miller,246025,167632,0.681361675,167632,0.681361675,-990
2004,11,pennsylvania,pennsylvania 12,342,democrat,180,john p. murtha,-992,-992,-992,-992,-992,-992
2004,11,california,california 36,56,democrat,180,jane harman,244044,151208,0.619593203,151208,0.619593203,-990
2004,11,new york,new york 4,263,blank/scattering,4999,-990,284530,30420,0.106913157,30420,0.106913157,-990
2004,11,oregon,oregon 4,329,libertarian,409,jacob boone,374909,3190,0.008508732,3190,0.008508732,-990
2004,11,texas,texas 22,389,libertarian,409,tom morrison,272620,4886,0.017922383,4886,0.017922383,-990
2004,11,michigan,michigan 1,199,democrat,180,bart stupak,322674,211571,0.655680358,211571,0.655680358,-990
2004,11,maryland,maryland 6,186,green,252,gregory j. hemingway,305508,9324,0.030519659,9324,0.030519659,-990
2004,11,tennessee,tennessee 8,366,republican,583,james l. hart,233567,59853,0.256256223,59853,0.256256223,-990
2004,11,arizona,arizona 5,13,republican,583,j. d. hayworth,268007,159455,0.594965816,159455,0.594965816,-990
2004,11,illinois,illinois 1,129,republican,583,raymond g. wardingley,249949,37840,0.15139088,37840,0.15139088,-990
2004,11,colorado,colorado 7,80,republican,583,bob beauprez,247764,135571,0.54717797,135571,0.54717797,-990
2004,11,tennessee,tennessee 1,359,independent,6012,michael peavler,233560,1595,0.00682908,1595,0.00682908,-990
2004,11,new hampshire,new hampshire 1,242,scattering,4000,-990,323372,310,0.000958648,310,0.000958648,-990
2004,11,new york,new york 16,275,conservative,155,-990,148123,693,0.004678544,693,0.004678544,-990
2004,11,texas,texas 4,371,republican,583,ralph m. hall,267942,182866,0.682483494,182866,0.682483494,-990
2004,11,nebraska,nebraska 3,238,republican,583,tom osborne,250136,218751,0.874528229,218751,0.874528229,-990
2004,11,maryland,maryland 3,183,green,252,patsy allen,286969,7895,0.027511682,7895,0.027511682,-990
2004,11,new york,new york 8,267,democrat,180,jerrold nadler,251650,154098,0.612350464,154098,0.612350464,-990
2004,11,kansas,kansas 3,164,democrat,180,dennis moore,335739,184050,0.548193693,184050,0.548193693,-990
2004,11,california,california 21,41,democrat,180,fred b. davis,192315,51594,0.268278599,51594,0.268278599,-990
2004,11,iowa,iowa 3,159,republican,583,stan thompson,304319,136099,0.447224796,136099,0.447224796,-990
2004,11,california,california 3,23,libertarian,409,douglas arthur tuma,287073,9310,0.032430775,9310,0.032430775,-990
2004,11,maryland,maryland 1,181,democrat,180,kostas alexakis,323021,77872,0.241074115,77872,0.241074115,-990
2004,11,alabama,alabama 3,3,democrat,180,bill fuller,245784,95240,0.387494713,95240,0.387494713,-990
2004,11,arkansas,arkansas 1,17,democrat,180,marion berry,243944,162388,0.665677369,162388,0.665677369,-990
2004,11,louisiana,louisiana 1,172,democrat,180,"jerry"" watts",287897,10034,0.034852743,10034,0.034852743,-990
2004,11,arizona,arizona 6,14,republican,583,jeff flake,255577,202882,0.793819487,202882,0.793819487,-990
2004,11,maryland,maryland 5,185,democrat,180,steny h. hoyer,298129,204867,0.687175691,204867,0.687175691,-990
2004,11,mississippi,mississippi 1,222,republican,583,roger f. wicker,277584,219328,0.790131986,219328,0.790131986,-990
2004,11,illinois,illinois 8,136,democrat,180,melissa bean,270393,139792,0.516995609,139792,0.516995609,-990
2004,11,michigan,michigan 7,205,libertarian,409,kenneth proctor,301642,3034,0.010058281,3034,0.010058281,-990
2004,11,pennsylvania,pennsylvania 19,349,green,252,charles j. steel,245094,8890,0.036271799,8890,0.036271799,-990
2004,11,tennessee,tennessee 8,366,democrat,180,john s. tanner,233567,173623,0.743354142,173623,0.743354142,-990
2004,11,new jersey,new jersey 1,244,republican,583,s. daniel hutchison,268203,66109,0.246488661,66109,0.246488661,-990
2004,11,new jersey,new jersey 11,254,democrat,180,james w. buell,296002,91811,0.310170203,91811,0.310170203,-990
2004,11,new york,new york 10,269,working families,758,-990,195241,5848,0.029952725,5848,0.029952725,-990
2004,11,florida,florida 22,108,write-in,4998,-990,306726,627,0.00204417,627,0.00204417,-990
2004,11,new york,new york 18,277,republican,583,richard a. hoffman,290215,73975,0.254897237,73975,0.254897237,-990
2004,11,idaho,idaho 1,127,democrat,180,naomi preston,298589,90927,0.304522276,90927,0.304522276,-990
2004,11,new jersey,new jersey 12,255,republican,583,bill spadea,289785,115014,0.396894246,115014,0.396894246,-990
2004,11,pennsylvania,pennsylvania 14,344,democrat,180,michael f. doyle,-992,-992,-992,-992,-992,-992
2004,11,tennessee,tennessee 4,362,independent,6017,ken martin,252646,4194,0.016600301,4194,0.016600301,-990
2004,11,california,california 29,49,republican,583,harry frank scolinos,206832,62871,0.30397135,62871,0.30397135,-990
2004,11,texas,texas 24,391,republican,583,kenny marchant,241374,154435,0.639816225,154435,0.639816225,-990
2004,11,south dakota,south dakota 1,358,democrat,180,stephanie herseth,389468,207837,0.533643305,207837,0.533643305,-990
2004,11,louisiana,louisiana 1,172,republican,583,bobby jindal,287897,225708,0.783988714,225708,0.783988714,-990
2004,11,florida,florida 13,99,republican,583,katherine harris,344438,190477,0.55300808,190477,0.55300808,-990
2004,11,south carolina,south carolina 6,357,republican,583,gary mcleod,241829,75443,0.311968386,75443,0.311968386,-990
2004,11,texas,texas 30,397,libertarian,409,john davis,155334,10821,0.069662794,10821,0.069662794,-990
2004,11,california,california 25,45,republican,583,"howard p. ""buck"" mckeon",225970,145575,0.644222677,145575,0.644222677,-990
2004,11,new mexico,new mexico 2,258,democrat,180,gary k. king,216790,86292,0.398044199,86292,0.398044199,-990
2004,11,illinois,illinois 5,133,democrat,180,rahm emanuel,207930,158400,0.761794806,158400,0.761794806,-990
2004,11,maryland,maryland 8,188,democrat,180,chris van hollen,287197,215129,0.749064207,215129,0.749064207,-990
2004,11,new york,new york 11,270,democrat,180,major r. owens,202027,134175,0.66414392,134175,0.66414392,-990
2004,11,florida,florida 3,89,write-in,4998,-990,174156,1323,0.007596638,1323,0.007596638,-990
2004,11,massachusetts,massachusetts 10,198,blank/scattering,4999,-990,350738,13668,0.03896926,13668,0.03896926,-990
2004,11,nebraska,nebraska 1,236,democrat,180,matt connealy,265072,113971,0.429962426,113971,0.429962426,-990
2004,11,california,california 1,21,republican,583,lawrence r. wiesner,282971,79970,0.282608479,79970,0.282608479,-990
2004,11,michigan,michigan 9,207,republican,583,joe knollenberg,340799,199210,0.584538102,199210,0.584538102,-990
2004,11,california,california 31,51,republican,583,luis vega,111411,22048,0.197897866,22048,0.197897866,-990
2004,11,california,california 46,66,democrat,180,jim brandt,276690,90129,0.32574001,90129,0.32574001,-990
2004,11,new york,new york 21,280,blank/scattering,4999,-990,311854,37700,0.120889902,37700,0.120889902,-990
2004,11,california,california 29,49,write-in,4998,-990,206832,6,2.90E-05,6,2.90E-05,-990
2004,11,colorado,colorado 4,77,republican,583,marilyn n. musgrave,305509,155958,0.510485768,155958,0.510485768,-990
2004,11,wisconsin,wisconsin 7,433,democrat,180,david r. obey,281752,241306,0.856448233,241306,0.856448233,-990
2004,11,north carolina,north carolina 4,292,write-in (unaffiliated),4998,-990,339234,76,0.000224034,76,0.000224034,-990
2004,11,oregon,oregon 1,326,republican,583,goli ameri,354338,135164,0.381455004,135164,0.381455004,-990
2004,11,new york,new york 8,267,conservative,155,-990,251650,1642,0.006524935,1642,0.006524935,-990
2004,11,new jersey,new jersey 10,253,democrat,180,donald m. payne,160713,155697,0.968789101,155697,0.968789101,-990
2004,11,alabama,alabama 2,2,republican,583,terry everett,247947,177086,0.71420908,177086,0.71420908,-990
2004,11,utah,utah 1,400,republican,583,rob bishop,293961,199615,0.679052651,199615,0.679052651,-990
2004,11,utah,utah 3,402,republican,583,chris cannon,272928,173010,0.633903444,173010,0.633903444,-990
2004,11,massachusetts,massachusetts 2,190,democrat,180,richard e. neal,287871,217682,0.756178975,217682,0.756178975,-990
2004,11,north dakota,north dakota 1,302,democrat,180,earl pomeroy,310814,185130,0.595629513,185130,0.595629513,-990
2004,11,texas,texas 19,386,republican,583,randy neugebauer,233514,136459,0.584371805,136459,0.584371805,-990
2004,11,new york,new york 13,272,blank/scattering,4999,-990,217895,26461,0.121439226,26461,0.121439226,-990
2004,11,south carolina,south carolina 6,357,democrat,180,james e. clyburn,241829,161987,0.669841111,161987,0.669841111,-990
2004,11,massachusetts,massachusetts 9,197,democrat,180,stephen f. lynch,297826,218167,0.732531726,218167,0.732531726,-990
2004,11,california,california 17,37,write-in,4998,-990,223225,75,0.000335984,75,0.000335984,-990
2004,11,michigan,michigan 14,212,republican,583,veronica pedraza,254580,35089,0.137830943,35089,0.137830943,-990
2004,11,new jersey,new jersey 5,248,independent (libertarian),6044,victor kaplan,297425,1857,0.006243591,1857,0.006243591,-990
2004,11,california,california 50,70,republican,583,"randy ""duke"" cunningham",289328,169025,0.584198534,169025,0.584198534,-990
2004,11,new jersey,new jersey 7,250,democrat,180,steve brozak,285847,119081,0.416590005,119081,0.416590005,-990
2004,11,new york,new york 9,268,republican,583,gerard j. cronin,202558,39648,0.195736527,39648,0.195736527,-990
2004,11,illinois,illinois 12,140,write-in,4998,-990,286435,2,6.98E-06,2,6.98E-06,-990
2004,11,idaho,idaho 2,128,democrat,180,lin whitworth,273837,80133,0.292630285,80133,0.292630285,-990
2004,11,wisconsin,wisconsin 7,433,scattering,4000,-990,281752,1087,0.003858003,1087,0.003858003,-990
2004,11,texas,texas 21,388,libertarian,409,jason pratt,341119,10216,0.029948493,10216,0.029948493,-990
2004,11,south dakota,south dakota 1,358,libertarian,409,terry l. begay,389468,2808,0.007209835,2808,0.007209835,-990
2004,11,florida,florida 6,92,republican,583,cliff stearns,327853,211137,0.643998981,211137,0.643998981,-990
2004,11,ohio,ohio 5,307,democrat,180,robin weirauch,293305,96656,0.329540908,96656,0.329540908,-990
2004,11,tennessee,tennessee 5,363,democrat,180,jim cooper,243963,168970,0.692605019,168970,0.692605019,-990
2004,11,illinois,illinois 2,130,democrat,180,jesse l. jackson,234525,207535,0.884916306,207535,0.884916306,-990
2004,11,california,california 39,59,republican,583,tim escobar,164964,64832,0.393006951,64832,0.393006951,-990
2004,11,kentucky,kentucky 4,169,independent,6002,michael e. slider,295927,5069,0.017129224,5069,0.017129224,-990
2004,11,north dakota,north dakota 1,302,republican,583,duane sand,310814,125684,0.404370457,125684,0.404370457,-990
2004,11,california,california 50,70,american independent,41,diane templin,289328,4723,0.016324034,4723,0.016324034,-990
2004,11,michigan,michigan 6,204,libertarian,409,erwin j. haas,302158,2275,0.007529174,2275,0.007529174,-990
2004,11,florida,florida 17,103,democrat,180,kendrick b. meek,179424,178690,0.995909154,178690,0.995909154,-990
2004,11,alaska,alaska 1,8,write-in,4998,-990,299996,1115,0.003716716,1115,0.003716716,-990
2004,11,oregon,oregon 1,326,miscellaneous,4000,-990,354338,1521,0.004292512,1521,0.004292512,-990
2004,11,indiana,indiana 3,150,democrat,180,maria m. parra,247621,76232,0.307857573,76232,0.307857573,-990
2004,11,texas,texas 18,385,democrat,180,sheila jackson-lee,152988,136018,0.889076293,136018,0.889076293,-990
2004,11,texas,texas 25,392,democrat,180,lloyd doggett,160217,108309,0.676014423,108309,0.676014423,-990
2004,11,michigan,michigan 3,201,democrat,180,peter h. hickey,322103,101395,0.314790606,101395,0.314790606,-990
2004,11,california,california 16,36,libertarian,409,markus welch,182281,5067,0.02779774,5067,0.02779774,-990
2004,11,new jersey,new jersey 13,256,democrat,180,robert menendez,159541,121018,0.758538544,121018,0.758538544,-990
2004,11,new york,new york 28,287,independence,276,francina j. cartonia,262220,5678,0.021653574,5678,0.021653574,-990
2004,11,california,california 11,31,democrat,180,gerald (jerry) m. mcnerney,267169,103587,0.387720883,103587,0.387720883,-990
2004,11,mississippi,mississippi 3,224,independent,6005,jim giles,293368,40426,0.137799621,40426,0.137799621,-990
2004,11,minnesota,minnesota 8,221,write-in,4998,-990,350483,271,0.000773219,271,0.000773219,-990
2004,11,wisconsin,wisconsin 1,427,republican,583,paul ryan,356976,233372,0.653747022,233372,0.653747022,-990
2004,11,california,california 19,39,democrat,180,james lex bufford,235264,64047,0.272234589,64047,0.272234589,-990
2004,11,indiana,indiana 2,149,libertarian,409,douglas barnes,259355,3346,0.012901235,3346,0.012901235,-990
2004,11,new hampshire,new hampshire 2,243,scattering,4000,-990,328194,415,0.001264496,415,0.001264496,-990
2004,11,california,california 30,50,republican,583,victor elizalde,304147,87465,0.287574768,87465,0.287574768,-990
2004,11,california,california 35,55,libertarian,409,charles tate,156407,3427,0.021910785,3427,0.021910785,-990
2004,11,california,california 43,63,democrat,180,joe baca,130834,86830,0.663665414,86830,0.663665414,-990
2004,11,louisiana,louisiana 2,173,republican,583,"arthur l. ""art"" schwertz",219607,46097,0.209906787,46097,0.209906787,-990
2004,11,oregon,oregon 5,330,republican,583,jim zupancic,349634,154993,0.443300694,154993,0.443300694,-990
2004,11,florida,florida 18,104,democrat,180,sam sheldon,221928,78281,0.352731526,78281,0.352731526,-990
2004,11,mississippi,mississippi 4,225,reform,574,tracella lou o&#hara hill,280382,3663,0.013064319,3663,0.013064319,-990
2004,11,wisconsin,wisconsin 6,432,scattering,4000,-990,355995,148,0.000415736,148,0.000415736,-990
2004,11,missouri,missouri 9,234,libertarian,409,tamara a. millay,299447,3228,0.010779871,3228,0.010779871,-990
2004,11,new york,new york 3,262,independence,276,-990,316125,7914,0.025034402,7914,0.025034402,-990
2004,11,new york,new york 21,280,republican,583,warren redlich,311854,80121,0.256918311,80121,0.256918311,-990
2004,11,michigan,michigan 1,199,republican,583,don hooper,322674,105706,0.327593803,105706,0.327593803,-990
2004,11,new jersey,new jersey 7,250,independent,6006,matthew angus williams,285847,2016,0.007052724,2016,0.007052724,-990
2004,11,california,california 45,65,democrat,180,richard j. meyer,230490,76967,0.333927721,76967,0.333927721,-990
2004,11,pennsylvania,pennsylvania 6,336,democrat,180,lois murphy,314325,153977,0.489865571,153977,0.489865571,-990
2004,11,new jersey,new jersey 13,256,republican,583,richard w. piatkowski,159541,35288,0.221184522,35288,0.221184522,-990
2004,11,north carolina,north carolina 13,301,republican,583,virginia johnson,273684,112788,0.412110329,112788,0.412110329,-990
2004,11,new york,new york 12,271,republican,583,paul a. rodriguez,163344,15697,0.096097805,15697,0.096097805,-990
2004,11,new york,new york 20,279,conservative,155,-990,324160,11279,0.034794547,11279,0.034794547,-990
2004,11,ohio,ohio 17,319,democrat,180,tim ryan,275671,212800,0.771934688,212800,0.771934688,-990
2004,11,new york,new york 6,265,blank/scattering,4999,-990,184957,55269,0.298820794,55269,0.298820794,-990
2004,11,massachusetts,massachusetts 7,195,independent,6004,james o. hall,292187,12139,0.041545313,12139,0.041545313,-990
2004,11,maryland,maryland 3,183,republican,583,robert p. duckworth,286969,97008,0.338043481,97008,0.338043481,-990
2004,11,new york,new york 9,268,blank/scattering,4999,-990,202558,44082,0.217626557,44082,0.217626557,-990
2004,11,michigan,michigan 11,209,democrat,180,phillip s. truran,327216,134301,0.410435319,134301,0.410435319,-990
2004,11,ohio,ohio 15,317,republican,583,deborah pryce,277435,166520,0.600212634,166520,0.600212634,-990
2004,11,pennsylvania,pennsylvania 7,337,democrat,180,paul scoles,334527,134932,0.403351605,134932,0.403351605,-990
2004,11,new york,new york 25,284,conservative,155,-990,315880,13716,0.043421552,13716,0.043421552,-990
2004,11,alabama,alabama 4,4,democrat,180,carl cole,255724,64278,0.25135693,64278,0.25135693,-990
2004,11,florida,florida 15,101,republican,583,dave weldon,321926,210388,0.653529048,210388,0.653529048,-990
2004,11,iowa,iowa 2,158,write-in,4998,-990,299881,206,0.000686939,206,0.000686939,-990
2004,11,ohio,ohio 1,303,write-in (nonpartisan),4998,-990,289863,198,0.000683081,198,0.000683081,-990
2004,11,illinois,illinois 8,136,republican,583,philip m. crane,270393,130601,0.483004361,130601,0.483004361,-990
2004,11,south carolina,south carolina 2,353,republican,583,joe wilson,279870,181862,0.649808824,181862,0.649808824,-990
2004,11,california,california 14,34,libertarian,409,brian holtz,261888,9588,0.036611069,9588,0.036611069,-990
2004,11,new york,new york 21,280,working families,758,-990,311854,6921,0.022193078,6921,0.022193078,-990
2004,11,nebraska,nebraska 1,236,republican,583,jeff fortenberry,265072,143756,0.542328119,143756,0.542328119,-990
2004,11,illinois,illinois 9,137,democrat,180,janice d. schakowsky,231417,175282,0.757429242,175282,0.757429242,-990
2004,11,california,california 45,65,republican,583,mary bono,230490,153523,0.666072309,153523,0.666072309,-990
2004,11,pennsylvania,pennsylvania 13,343,democrat,180,allyson schwartz,308124,171763,0.557447672,171763,0.557447672,-990
2004,11,missouri,missouri 2,227,republican,583,w. todd akin,349867,228725,0.653748453,228725,0.653748453,-990
2004,11,texas,texas 20,387,republican,583,roger scott,171804,54976,0.319992542,54976,0.319992542,-990
2004,11,new york,new york 1,260,republican,583,william m. manger,313966,110786,0.352859855,110786,0.352859855,-990
2004,11,michigan,michigan 7,205,republican,583,joe schwarz,301642,176053,0.583648801,176053,0.583648801,-990
2004,11,massachusetts,massachusetts 4,192,independent,6003,charles a. morse,299783,62293,0.207793638,62293,0.207793638,-990
2004,11,washington,washington 6,420,republican,583,doug cloud,294147,91228,0.310144246,91228,0.310144246,-990
2004,11,delaware,delaware 1,86,write-in,4998,-990,356045,2337,0.006563777,2337,0.006563777,-990
2004,11,maryland,maryland 7,187,green,252,virginia t. rodino,244018,4727,0.019371523,4727,0.019371523,-990
2004,11,virginia,virginia 5,408,republican,583,virgil h. goode,270758,172431,0.636845469,172431,0.636845469,-990
2004,11,texas,texas 4,371,libertarian,409,kevin d. anderson,267942,3491,0.013028939,3491,0.013028939,-990
2004,11,massachusetts,massachusetts 6,194,republican,583,stephen p. o&#146;malley,321736,91597,0.284696162,91597,0.284696162,-990
2004,11,arizona,arizona 2,10,write-in,4998,-990,279303,12,4.30E-05,12,4.30E-05,-990
2004,11,wisconsin,wisconsin 3,429,republican,583,dale w. schultz,363008,157866,0.434882969,157866,0.434882969,-990
2004,11,ohio,ohio 16,318,republican,583,ralph regula,304361,202544,0.665472925,202544,0.665472925,-990
2004,11,new mexico,new mexico 3,259,democrat,180,tom udall,255204,175269,0.686779976,175269,0.686779976,-990
2004,11,indiana,indiana 6,153,republican,583,mike pence,272049,182529,0.670941651,182529,0.670941651,-990
2004,11,illinois,illinois 15,143,republican,583,timothy v. johnson,291739,178114,0.610525191,178114,0.610525191,-990
2004,11,minnesota,minnesota 4,217,independence,276,peter f. vento,317299,29099,0.091708452,29099,0.091708452,-990
2004,11,florida,florida 10,96,democrat,180,"robert d. ""bob"" derry",298833,91658,0.30671981,91658,0.30671981,-990
2004,11,california,california 23,43,libertarian,409,michael favorite,244297,6391,0.02616078,6391,0.02616078,-990
2004,11,florida,florida 6,92,write-in,4998,-990,327853,36,0.000109805,36,0.000109805,-990
2004,11,california,california 20,40,republican,583,roy ashburn,114236,53231,0.465973943,53231,0.465973943,-990
2004,11,tennessee,tennessee 6,364,independent,6018,j. patrick lyons,260642,3869,0.014844116,3869,0.014844116,-990
2004,11,indiana,indiana 8,155,libertarian,409,mark garvin,272778,5680,0.020822793,5680,0.020822793,-990
2004,11,florida,florida 11,97,write-in,4998,-990,223481,122,0.000545908,122,0.000545908,-990
2004,11,new york,new york 18,277,independence,276,-990,290215,7271,0.02505384,7271,0.02505384,-990
2004,11,north carolina,north carolina 10,298,republican,583,patrick mchenry,246117,157884,0.641499758,157884,0.641499758,-990
2004,11,south carolina,south carolina 5,356,write-in,4998,-990,242518,83,0.000342243,83,0.000342243,-990
2004,11,california,california 2,22,democrat,180,mike johnson,272429,90310,0.331499219,90310,0.331499219,-990
2004,11,south carolina,south carolina 2,353,democrat,180,michael ray ellisor,279870,93249,0.333186835,93249,0.333186835,-990
2004,11,oklahoma,oklahoma 3,323,independent,6008,gregory m. wilson,262131,46621,0.177853823,46621,0.177853823,-990
2004,11,florida,florida 18,104,republican,583,ileana ros-lehtinen,221928,143647,0.647268474,143647,0.647268474,-990
2004,11,minnesota,minnesota 7,220,democrat-farmer-labor,183,collin c. peterson,314257,207628,0.660694897,207628,0.660694897,-990
2004,11,connecticut,connecticut 5,85,republican,583,nancy l. johnson,281447,168268,0.597867429,168268,0.597867429,-990
2004,11,nevada,nevada 2,240,republican,583,jim gibbons,291079,195466,0.671522141,195466,0.671522141,-990
2004,11,georgia,georgia 8,119,republican,583,lynn westmoreland,301156,227524,0.755502105,227524,0.755502105,-990
2004,11,massachusetts,massachusetts 10,198,democrat,180,william d. delahunt,350738,222013,0.632988155,222013,0.632988155,-990
2004,11,illinois,illinois 12,140,libertarian,409,walter b. steele,286435,4794,0.016736781,4794,0.016736781,-990
2004,11,california,california 26,46,republican,583,david dreier,251207,134596,0.535797179,134596,0.535797179,-990
2004,11,pennsylvania,pennsylvania 8,338,democrat,180,virginia waters schrader,331264,143427,0.432968885,143427,0.432968885,-990
2004,11,texas,texas 24,391,libertarian,409,james h. lawrence,241374,4340,0.017980395,4340,0.017980395,-990
2004,11,new jersey,new jersey 1,244,democrat,180,robert e. andrews,268203,201163,0.750040054,201163,0.750040054,-990
2004,11,pennsylvania,pennsylvania 9,339,republican,583,bill shuster,265107,184320,0.695266426,184320,0.695266426,-990
2004,11,oregon,oregon 5,330,miscellaneous,4000,-990,349634,374,0.00106969,374,0.00106969,-990
2004,11,new york,new york 14,273,republican,583,anton srdanovic,274043,41936,0.153027073,41936,0.153027073,-990
2004,11,arizona,arizona 2,10,democrat,180,randy camacho,279303,107406,0.384550124,107406,0.384550124,-990
2004,11,ohio,ohio 8,310,republican,583,john a. boehner,292249,201675,0.690079331,201675,0.690079331,-990
2004,11,minnesota,minnesota 8,221,republican,583,mark groettum,350483,112693,0.321536273,112693,0.321536273,-990
2004,11,texas,texas 3,370,independent,6020,paul jenkins,210352,16966,0.080655284,16966,0.080655284,-990
2004,11,washington,washington 8,422,libertarian,409,spencer garrett,336499,6053,0.017988166,6053,0.017988166,-990
2004,11,virginia,virginia 4,407,republican,583,j. randy forbes,283027,182444,0.644616961,182444,0.644616961,-990
2004,11,illinois,illinois 1,129,democrat,180,bobby l. rush,249949,212109,0.84860909,212109,0.84860909,-990
2004,11,indiana,indiana 1,148,democrat,180,peter j. visclosky,261264,178406,0.682857215,178406,0.682857215,-990
2004,11,california,california 13,33,libertarian,409,mark w. stroberg,201921,8877,0.043962739,8877,0.043962739,-990
2004,11,massachusetts,massachusetts 6,194,all others,4000,-990,321736,467,0.001451501,467,0.001451501,-990
2004,11,new york,new york 5,264,fair,210,gonzalo policarpio,206533,1248,0.006042618,1248,0.006042618,-990
2004,11,rhode island,rhode island 1,350,write-in nonpartisan,4998,-990,195010,268,0.001374288,268,0.001374288,-990
2004,11,massachusetts,massachusetts 10,198,republican,583,michael j. jones,350738,114879,0.327535093,114879,0.327535093,-990
2004,11,nevada,nevada 3,241,independent american,280,richard wayne o&#dell,297918,6053,0.020317672,6053,0.020317672,-990
2004,11,mississippi,mississippi 4,225,democrat,180,gene taylor,280382,179979,0.641906381,179979,0.641906381,-990
2004,11,alabama,alabama 1,1,democrat,180,judy belk,255164,93938,0.368147552,93938,0.368147552,-990
2004,11,california,california 28,48,republican,583,david hernandez,162510,37868,0.233019501,37868,0.233019501,-990
2004,11,south dakota,south dakota 1,358,republican,583,larry diedrich,389468,178823,0.459146827,178823,0.459146827,-990
2004,11,colorado,colorado 6,79,democrat,180,joanna l. conti,357741,139870,0.390981197,139870,0.390981197,-990
2004,11,california,california 18,38,democrat,180,dennis a. cardoza,153705,103732,0.674877226,103732,0.674877226,-990
2004,11,louisiana,louisiana 4,175,republican,583,jim mccrery,-992,-992,-992,-992,-992,-992
2004,11,ohio,ohio 18,320,republican,583,robert w. ney,268420,177600,0.661649644,177600,0.661649644,-990
2004,11,north carolina,north carolina 7,295,democrat,180,mike mcintyre,246466,180382,0.731873751,180382,0.731873751,-990
2004,11,new jersey,new jersey 2,245,republican,583,frank a. lobiondo,265442,172779,0.650910556,172779,0.650910556,-990
2004,11,california,california 15,35,democrat,180,michael m. honda,214338,154385,0.720287561,154385,0.720287561,-990
2004,11,oregon,oregon 4,329,republican,583,jim feldkamp,374909,140882,0.375776529,140882,0.375776529,-990
2004,11,missouri,missouri 5,230,constitution,157,darin rodenberg,293025,2040,0.006961863,2040,0.006961863,-990
2004,11,oregon,oregon 3,328,constitution,157,dale winegarden,346560,7119,0.020541897,7119,0.020541897,-990
2004,11,massachusetts,massachusetts 8,196,blank/scattering,4999,-990,215800,47719,0.22112605,47719,0.22112605,-990
2004,11,connecticut,connecticut 3,83,green,252,ralph ferucci,276980,7182,0.025929671,7182,0.025929671,-990
2004,11,illinois,illinois 4,132,libertarian,409,jake witmer,125142,4845,0.038716018,4845,0.038716018,-990
2004,11,arizona,arizona 7,15,democrat,180,raul m. grijalva,175437,108868,0.620553255,108868,0.620553255,-990
2004,11,west virginia,west virginia 3,426,republican,583,rick snuffer,218852,76170,0.348043412,76170,0.348043412,-990
2004,11,texas,texas 1,368,libertarian,409,dean l. tucker,255507,2158,0.008445953,2158,0.008445953,-990
2004,11,texas,texas 15,382,libertarian,409,william r. cady,166358,2352,0.014138184,2352,0.014138184,-990
2004,11,ohio,ohio 6,308,democrat,180,ted strickland,223987,223842,0.999352634,223842,0.999352634,-990
2004,11,new york,new york 1,260,blank/scattering,4999,-990,313966,35757,0.11388813,35757,0.11388813,-990
2004,11,california,california 12,32,green,252,pat gray,252599,23038,0.091203846,23038,0.091203846,-990
2004,11,illinois,illinois 16,144,republican,583,donald a. manzullo,295806,204350,0.690824389,204350,0.690824389,-990
2004,11,california,california 5,25,democrat,180,robert t. matsui,193387,138004,0.713615716,138004,0.713615716,-990
2004,11,california,california 14,34,democrat,180,anna g. eshoo,261888,182712,0.697672307,182712,0.697672307,-990
2004,11,georgia,georgia 6,117,republican,583,tom price,267619,267542,0.999712288,267542,0.999712288,-990
2004,11,illinois,illinois 7,135,republican,583,antonio davis-fairman,256736,35603,0.138675526,35603,0.138675526,-990
2004,11,massachusetts,massachusetts 3,191,republican,583,ronald a. crews,285996,80197,0.280413002,80197,0.280413002,-990
2004,11,california,california 48,68,republican,583,christopher cox,290872,189004,0.649784088,189004,0.649784088,-990
2004,11,maryland,maryland 4,184,democrat,180,albert russell wynn,261607,196809,0.752307832,196809,0.752307832,-990
2004,11,florida,florida 5,91,democrat,180,robert g. whittel,364488,124140,0.340587348,124140,0.340587348,-990
2004,11,indiana,indiana 2,149,democrat,180,joe donnelly,259355,115513,0.445385665,115513,0.445385665,-990
